Episode,Time_step,Episode_timesteps,Reward,Eps_greedy_val,Mean_Reward,Mean_Episode_timesteps
1,1084,1084,1.0,0.9990163703703704,0.42,941.36
2,1508,424,1.0,0.9986316296296296,0.42,941.36
3,2401,893,1.0,0.9978213148148148,0.42,941.36
4,3601,1200,0.0,0.9967324259259259,0.42,941.36
5,4801,1200,0.0,0.995643537037037,0.42,941.36
6,6001,1200,0.0,0.9945546481481482,0.42,941.36
7,7201,1200,0.0,0.9934657592592593,0.42,941.36
8,8401,1200,0.0,0.9923768703703704,0.42,941.36
9,9601,1200,0.0,0.9912879814814815,0.42,941.36
10,10801,1200,0.0,0.9901990925925926,0.42,941.36
11,12001,1200,0.0,0.9891102037037037,0.42,941.36
12,13201,1200,0.0,0.9880213148148148,0.42,941.36
13,13869,668,1.0,0.9874151666666666,0.42,941.36
14,15069,1200,0.0,0.9863262777777778,0.42,941.36
15,15970,901,1.0,0.9855087037037037,0.42,941.36
16,17170,1200,0.0,0.9844198148148148,0.42,941.36
17,17683,513,1.0,0.9839543148148148,0.42,941.36
18,17751,68,1.0,0.9838926111111111,0.42,941.36
19,18951,1200,0.0,0.9828037222222222,0.42,941.36
20,20151,1200,0.0,0.9817148333333333,0.42,941.36
21,21351,1200,0.0,0.9806259444444444,0.42,941.36
22,22383,1032,1.0,0.9796895,0.42,941.36
23,23430,1047,1.0,0.9787394444444445,0.42,941.36
24,24630,1200,0.0,0.9776505555555556,0.42,941.36
25,25830,1200,0.0,0.9765616666666667,0.42,941.36
26,26285,455,1.0,0.9761487962962963,0.42,941.36
27,27485,1200,0.0,0.9750599074074074,0.42,941.36
28,28685,1200,0.0,0.9739710185185185,0.42,941.36
29,29433,748,1.0,0.9732922777777778,0.42,941.36
30,30633,1200,0.0,0.9722033888888889,0.42,941.36
31,31128,495,1.0,0.9717542222222222,0.42,941.36
32,32328,1200,0.0,0.9706653333333334,0.42,941.36
33,32429,101,1.0,0.9705736851851852,0.42,941.36
34,33629,1200,0.0,0.9694847962962962,0.42,941.36
35,34829,1200,0.0,0.9683959074074074,0.42,941.36
36,36029,1200,0.0,0.9673070185185185,0.42,941.36
37,36356,327,1.0,0.9670102962962963,0.42,941.36
38,37556,1200,0.0,0.9659214074074074,0.42,941.36
39,38756,1200,0.0,0.9648325185185185,0.42,941.36
40,39956,1200,0.0,0.9637436296296297,0.42,941.36
41,40298,342,1.0,0.9634332962962963,0.42,941.36
42,41498,1200,0.0,0.9623444074074075,0.42,941.36
43,42698,1200,0.0,0.9612555185185185,0.42,941.36
44,43836,1138,1.0,0.9602228888888888,0.42,941.36
45,45036,1200,0.0,0.959134,0.42,941.36
46,46236,1200,0.0,0.9580451111111111,0.42,941.36
47,47436,1200,0.0,0.9569562222222222,0.42,941.36
48,47608,172,1.0,0.9568001481481482,0.42,941.36
49,48808,1200,0.0,0.9557112592592593,0.42,941.36
50,50008,1200,0.0,0.9546223703703703,0.42,941.36
51,51208,1200,0.0,0.9535334814814815,0.42,941.36
52,52041,833,1.0,0.9527776111111111,0.42,941.36
53,53241,1200,0.0,0.9516887222222222,0.42,941.36
54,53409,168,1.0,0.9515362777777778,0.42,941.36
55,53563,154,1.0,0.9513965370370371,0.42,941.36
56,54763,1200,0.0,0.9503076481481482,0.42,941.36
57,55018,255,1.0,0.9500762592592593,0.42,941.36
58,56218,1200,0.0,0.9489873703703704,0.42,941.36
