Episode,Time_step,Episode_timesteps,Mean_Episode_timesteps,Reward,Mean_Reward,CuriosityReward,Mean_curiosity_reward,Eps_greedy_val
75,63677,1200,849.0266666666666,0.0,0.5733333333333334,7.325999999999964,6.814799999999956,0.9900946888888889
76,64789,1112,852.4868421052631,1.0,0.5789473684210527,7.951999999999959,6.829763157894692,0.9899217111111112
77,65413,624,849.5194805194806,1.0,0.5844155844155844,2.924999999999987,6.779051948051904,0.9898246444444444
78,66360,947,850.7692307692307,1.0,0.5897435897435898,5.982999999999975,6.768846153846109,0.9896773333333333
79,66807,447,845.6582278481013,1.0,0.5949367088607594,2.182999999999992,6.710797468354386,0.9896078
80,67828,1021,847.85,1.0,0.6,6.06199999999992,6.702687499999956,0.9894489777777777
81,69028,1200,852.1975308641976,0.0,0.5925925925925926,6.220999999999907,6.6967407407406965,0.9892623111111111
82,69317,289,845.329268292683,1.0,0.5975609756097561,1.8029999999999935,6.637060975609712,0.9892173555555556
83,70517,1200,849.6024096385543,0.0,0.5903614457831325,7.063999999999935,6.642204819277064,0.9890306888888889
84,71717,1200,853.7738095238095,0.0,0.5833333333333334,9.206000000000014,6.672726190476148,0.9888440222222222
85,72917,1200,857.8470588235294,0.0,0.5764705882352941,6.054999999999924,6.665458823529368,0.9886573555555556
86,73790,873,858.0232558139535,1.0,0.5813953488372093,4.570999999999963,6.641104651162747,0.9885215555555555
87,74990,1200,861.9540229885057,0.0,0.5747126436781609,7.320999999999969,6.648919540229841,0.9883348888888889
88,76073,1083,864.4659090909091,1.0,0.5795454545454546,6.069999999999898,6.642340909090866,0.9881664222222222
89,77273,1200,868.2359550561798,0.0,0.5730337078651685,6.733999999999919,6.643370786516811,0.9879797555555555
90,77463,190,860.7,1.0,0.5777777777777777,0.6860000000000005,6.577177777777735,0.9879502
91,78663,1200,864.4285714285714,0.0,0.5714285714285714,7.288999999999958,6.584999999999957,0.9877635333333333
92,78972,309,858.3913043478261,1.0,0.5760869565217391,1.5869999999999949,6.530673913043437,0.9877154666666667
93,79183,211,851.4301075268817,1.0,0.5806451612903226,1.1289999999999987,6.472591397849421,0.9876826444444444
94,80383,1200,855.1382978723404,0.0,0.574468085106383,7.7019999999999476,6.485670212765917,0.9874959777777778
95,80780,397,850.3157894736842,1.0,0.5789473684210527,2.321999999999991,6.441842105263118,0.9874342222222222
96,81980,1200,853.9583333333334,0.0,0.5729166666666666,7.633999999999969,6.4542604166666235,0.9872475555555555
97,83180,1200,857.5257731958762,0.0,0.5670103092783505,5.9739999999999425,6.449309278350472,0.9870608888888889
98,83789,609,854.9897959183673,1.0,0.5714285714285714,3.0189999999999744,6.414306122448936,0.9869661555555556
99,83950,161,847.979797979798,1.0,0.5757575757575758,0.8850000000000007,6.358454545454503,0.9869411111111112
100,85150,1200,851.5,0.0,0.57,6.117999999999944,6.356049999999957,0.9867544444444445
101,86227,1077,856.48,1.0,0.57,4.506999999999956,6.333959999999958,0.9865869111111111
102,87427,1200,858.35,0.0,0.56,7.24099999999991,6.286749999999956,0.9864002444444444
103,87688,261,848.96,1.0,0.57,1.6379999999999961,6.167909999999958,0.9863596444444445
104,88888,1200,848.96,0.0,0.57,6.96699999999992,6.0912799999999585,0.9861729777777778
105,90088,1200,860.44,0.0,0.56,6.309999999999897,6.148589999999959,0.9859863111111111
106,90870,782,856.4,1.0,0.56,4.270999999999956,6.060119999999959,0.9858646666666666
107,91165,295,851.36,1.0,0.56,1.7279999999999947,5.986329999999958,0.9858187777777778
108,92232,1067,853.02,1.0,0.56,5.9249999999999545,5.936439999999959,0.9856528
109,93418,1186,852.88,1.0,0.57,6.844999999999911,5.862039999999959,0.9854683111111111
110,94618,1200,858.13,0.0,0.56,5.507999999999902,5.846209999999959,0.9852816444444444
111,95809,1191,860.41,1.0,0.56,6.635999999999948,5.818359999999959,0.9850963777777778
112,97009,1200,860.42,0.0,0.55,6.584999999999919,5.769099999999959,0.9849097111111111
113,98209,1200,870.66,0.0,0.54,6.186999999999891,5.810599999999958,0.9847230444444445
114,98662,453,869.39,1.0,0.54,1.697999999999994,5.7653399999999575,0.9846525777777778
115,99582,920,870.13,1.0,0.54,3.8949999999999636,5.718319999999958,0.9845094666666667
116,100782,1200,870.13,0.0,0.54,7.102999999999927,5.672459999999957,0.9843228
117,101982,1200,870.13,0.0,0.54,5.659999999999904,5.608719999999957,0.9841361333333334
118,103022,1040,871.78,1.0,0.54,5.181999999999915,5.580249999999958,0.9839743555555556
119,104222,1200,876.92,0.0,0.53,6.523999999999897,5.580649999999956,0.9837876888888889
120,104966,744,872.36,1.0,0.54,2.8959999999999804,5.483539999999956,0.9836719555555555
121,106166,1200,872.36,0.0,0.54,5.58199999999993,5.431739999999958,0.9834852888888889
122,107288,1122,871.86,1.0,0.54,4.379999999999957,5.358109999999958,0.9833107555555556
123,108488,1200,871.86,0.0,0.54,6.6589999999999305,5.323309999999959,0.9831240888888889
124,109688,1200,871.86,0.0,0.54,5.22299999999992,5.271419999999958,0.9829374222222222
125,110483,795,868.41,1.0,0.54,3.2829999999999764,5.215629999999959,0.9828137555555556
126,111683,1200,868.41,0.0,0.54,5.2499999999999405,5.150939999999959,0.9826270888888888
127,112883,1200,870.75,0.0,0.53,6.164999999999911,5.133949999999959,0.9824404222222223
128,113924,1041,873.04,1.0,0.53,3.912999999999965,5.097179999999959,0.9822784888888889
129,114740,816,869.2,1.0,0.54,3.7739999999999685,5.042379999999957,0.9821515555555556
130,115940,1200,869.2,0.0,0.54,4.47399999999996,4.979139999999958,0.9819648888888889
131,117140,1200,876.59,0.0,0.53,6.2089999999999295,5.009599999999958,0.9817782222222222
132,118267,1127,884.16,1.0,0.53,5.084999999999925,5.0405599999999575,0.9816029111111111
133,118692,425,882.2,1.0,0.53,2.203999999999987,5.023979999999957,0.9815368
134,119892,1200,882.2,0.0,0.53,5.258999999999917,4.975389999999957,0.9813501333333333
135,121092,1200,893.16,0.0,0.52,5.443999999999901,5.022499999999956,0.9811634666666667
136,122203,1111,895.78,1.0,0.52,4.081999999999965,4.999959999999956,0.9809906444444444
137,122914,711,897.91,1.0,0.52,2.629999999999981,4.991839999999956,0.9808800444444444
138,124114,1200,904.18,0.0,0.51,3.6739999999999653,4.9836699999999565,0.9806933777777778
139,125314,1200,904.18,0.0,0.51,4.234999999999967,4.944919999999957,0.9805067111111111
140,125891,577,904.26,1.0,0.51,2.280999999999976,4.931739999999956,0.9804169555555555
141,127091,1200,904.26,0.0,0.51,5.18499999999993,4.895469999999957,0.9802302888888889
142,128291,1200,914.87,0.0,0.5,4.727999999999934,4.932569999999956,0.9800436222222222
143,129491,1200,914.87,0.0,0.5,5.214999999999945,4.916349999999955,0.9798569555555555
144,130226,735,920.07,1.0,0.5,3.1769999999999783,4.933399999999955,0.9797426222222222
145,131400,1174,929.16,1.0,0.5,5.467999999999914,4.974649999999954,0.97956
146,132600,1200,934.01,0.0,0.49,5.608999999999919,4.978599999999954,0.9793733333333333
147,133800,1200,940.91,0.0,0.48,5.872999999999934,5.012129999999954,0.9791866666666666
148,135000,1200,951.86,0.0,0.47,3.72699999999999,5.043569999999954,0.979
149,136050,1050,950.36,1.0,0.48,5.118999999999934,5.010439999999953,0.9788366666666667
150,137250,1200,958.53,0.0,0.47,4.34399999999998,5.029139999999953,0.97865
151,137876,626,962.09,1.0,0.47,2.7319999999999744,5.041389999999953,0.9785526222222223
152,139076,1200,970.58,0.0,0.46,4.711999999999957,5.078379999999952,0.9783659555555555
153,140085,1009,968.67,1.0,0.47,3.4159999999999635,5.026669999999952,0.978209
154,141285,1200,980.27,0.0,0.46,5.487999999999941,5.078719999999953,0.9780223333333333
155,141369,84,969.11,1.0,0.47,0.3820000000000003,5.012579999999953,0.9780092666666667
156,142569,1200,971.63,0.0,0.46,4.54999999999996,5.001999999999954,0.9778226
157,143769,1200,971.63,0.0,0.46,4.739999999999948,4.9699299999999536,0.9776359333333333
158,144613,844,968.07,1.0,0.47,2.098999999999975,4.929489999999953,0.9775046444444444
159,145266,653,962.6,1.0,0.48,2.4409999999999843,4.866739999999954,0.9774030666666667
160,146466,1200,972.31,0.0,0.47,6.104999999999928,4.9116799999999525,0.9772164
161,147046,580,966.11,1.0,0.48,2.3439999999999874,4.850199999999953,0.9771261777777778
162,148069,1023,964.34,1.0,0.49,4.708999999999954,4.826919999999953,0.9769670444444445
163,148093,24,952.58,1.0,0.5,0.10700000000000004,4.747949999999954,0.9769633111111111
164,149293,1200,956.22,0.0,0.49,3.9639999999999502,4.7420299999999544,0.9767766444444445
165,149419,126,945.48,1.0,0.5,0.33000000000000024,4.653769999999954,0.9767570444444444
166,150619,1200,945.48,0.0,0.5,3.510999999999953,4.625359999999954,0.9765703777777778
167,151819,1200,954.81,0.0,0.49,3.528999999999964,4.6462599999999545,0.9763837111111111
168,153019,1200,960.4,0.0,0.48,4.427999999999944,4.660219999999954,0.9761970444444444
169,153376,357,963.44,1.0,0.48,0.8050000000000006,4.665939999999954,0.9761415111111111
170,153741,365,955.09,1.0,0.49,0.9380000000000007,4.598839999999954,0.9760847333333333
171,154145,404,947.13,1.0,0.5,1.6469999999999914,4.549599999999955,0.9760218888888889
172,155345,1200,952.68,0.0,0.49,4.915999999999936,4.569609999999954,0.9758352222222222
173,156545,1200,952.68,0.0,0.49,3.2969999999999735,4.5212599999999545,0.9756485555555555
174,156770,225,942.93,1.0,0.5,0.9840000000000008,4.455519999999954,0.9756135555555555
175,157970,1200,942.93,0.0,0.5,5.272999999999905,4.434989999999954,0.9754268888888888
176,159170,1200,943.81,0.0,0.49,4.290999999999953,4.398379999999953,0.9752402222222222
177,159794,624,943.81,1.0,0.49,1.7699999999999885,4.386829999999954,0.9751431555555555
178,160994,1200,946.34,0.0,0.48,3.9369999999999705,4.366369999999954,0.9749564888888889
179,161799,805,949.92,1.0,0.48,2.153999999999967,4.366079999999953,0.9748312666666666
180,162357,558,945.29,1.0,0.48,1.654999999999986,4.3220099999999535,0.9747444666666667
181,163557,1200,945.29,0.0,0.48,3.3139999999999636,4.2929399999999545,0.9745578
182,164757,1200,954.4,0.0,0.47,4.78699999999995,4.3227799999999545,0.9743711333333334
183,165957,1200,954.4,0.0,0.47,4.188999999999969,4.294029999999955,0.9741844666666667
184,167157,1200,954.4,0.0,0.47,3.5729999999999644,4.237699999999955,0.9739978
185,168357,1200,954.4,0.0,0.47,5.327999999999904,4.230429999999955,0.9738111333333334
186,168534,177,947.44,1.0,0.47,0.33800000000000024,4.188099999999955,0.9737836
187,169549,1015,945.59,1.0,0.48,3.2579999999999765,4.147469999999955,0.9736257111111111
188,170749,1200,946.76,0.0,0.47,3.543999999999958,4.122209999999956,0.9734390444444444
189,171949,1200,946.76,0.0,0.47,5.103999999999932,4.105909999999955,0.9732523777777777
190,173149,1200,956.86,0.0,0.46,4.600999999999953,4.145059999999956,0.9730657111111111
191,173874,725,952.11,1.0,0.47,1.7749999999999824,4.089919999999955,0.9729529333333333
192,175074,1200,961.02,0.0,0.46,5.443999999999903,4.128489999999954,0.9727662666666667
193,176181,1107,969.98,1.0,0.46,2.642999999999934,4.143629999999953,0.9725940666666667
194,177381,1200,969.98,0.0,0.46,3.745999999999959,4.104069999999954,0.9724074
195,178581,1200,978.01,0.0,0.45,3.397999999999965,4.114829999999953,0.9722207333333334
196,178853,272,968.73,1.0,0.46,1.043,4.0489199999999546,0.9721784222222222
197,180053,1200,968.73,0.0,0.46,5.745999999999932,4.046639999999954,0.9719917555555555
198,180695,642,969.06,1.0,0.46,1.602999999999991,4.032479999999954,0.9718918888888889
199,181895,1200,979.45,0.0,0.45,4.209999999999972,4.065729999999954,0.9717052222222222
200,183095,1200,979.45,0.0,0.45,3.1739999999999764,4.036289999999954,0.9715185555555556
201,184245,1150,980.18,1.0,0.45,4.188999999999938,4.0331099999999545,0.9713396666666667
202,185445,1200,980.18,0.0,0.45,4.024999999999949,4.000949999999955,0.971153
203,186645,1200,989.57,0.0,0.44,3.106999999999961,4.015639999999954,0.9709663333333334
204,187845,1200,989.57,0.0,0.44,4.465999999999947,3.990629999999955,0.9707796666666667
205,189045,1200,989.57,0.0,0.44,3.826999999999963,3.965799999999955,0.970593
206,190245,1200,993.75,0.0,0.43,4.093999999999964,3.964029999999955,0.9704063333333334
207,190915,670,997.5,1.0,0.43,1.6459999999999817,3.963209999999955,0.9703021111111111
208,192115,1200,998.83,0.0,0.42,2.8219999999999548,3.932179999999954,0.9701154444444444
209,192753,638,993.35,1.0,0.42,1.6589999999999885,3.8803199999999554,0.9700162
210,193953,1200,993.35,0.0,0.42,5.61799999999992,3.8814199999999555,0.9698295333333333
211,195153,1200,993.44,0.0,0.41,4.905999999999947,3.8641199999999567,0.9696428666666667
212,196353,1200,993.44,0.0,0.41,3.7869999999999884,3.8361399999999564,0.9694562
213,197379,1026,991.7,1.0,0.42,4.143999999999966,3.8157099999999575,0.9692966
214,198579,1200,999.17,0.0,0.41,4.019999999999957,3.838929999999957,0.9691099333333333
215,199779,1200,1001.97,0.0,0.4,5.027999999999914,3.8502599999999565,0.9689232666666666
216,200979,1200,1001.97,0.0,0.4,3.4629999999999606,3.813859999999957,0.9687366
217,201886,907,999.04,1.0,0.41,1.83099999999997,3.7755699999999575,0.9685955111111111
218,202826,940,998.04,1.0,0.41,3.070999999999979,3.754459999999958,0.9684492888888889
219,203336,510,991.14,1.0,0.42,1.6119999999999899,3.7053399999999588,0.9683699555555556
220,204536,1200,995.7,0.0,0.41,3.3879999999999657,3.7102599999999586,0.9681832888888889
221,205736,1200,995.7,0.0,0.41,3.63499999999996,3.690789999999958,0.9679966222222223
222,206597,861,993.09,1.0,0.41,2.699999999999963,3.673989999999959,0.9678626888888889
223,207797,1200,993.09,0.0,0.41,2.8349999999999596,3.6357499999999594,0.9676760222222223
224,208997,1200,993.09,0.0,0.41,2.9719999999999294,3.61323999999996,0.9674893555555556
225,210197,1200,997.14,0.0,0.4,3.9899999999999576,3.6203099999999595,0.9673026888888889
226,210851,654,991.68,1.0,0.41,1.3409999999999918,3.5812199999999605,0.9672009555555555
227,211591,740,987.08,1.0,0.42,1.5849999999999829,3.53541999999996,0.9670858444444445
228,212695,1104,987.71,1.0,0.42,3.4419999999999615,3.5307099999999605,0.9669141111111111
229,213895,1200,991.55,0.0,0.41,2.9719999999999636,3.5226899999999604,0.9667274444444445
230,215095,1200,991.55,0.0,0.41,3.927999999999941,3.5172299999999606,0.9665407777777778
231,216295,1200,991.55,0.0,0.41,1.9529999999999708,3.474669999999961,0.9663541111111111
232,217495,1200,992.28,0.0,0.4,3.427999999999951,3.458099999999961,0.9661674444444445
233,218181,686,994.89,1.0,0.4,1.5389999999999868,3.4514499999999613,0.9660607333333333
234,218695,514,988.03,1.0,0.41,1.8239999999999899,3.417099999999962,0.9659807777777778
235,218868,173,977.76,1.0,0.42,0.5450000000000004,3.3681099999999633,0.9659538666666667
236,219238,370,970.35,1.0,0.42,1.1019999999999974,3.3383099999999626,0.9658963111111111
237,219539,301,966.25,1.0,0.42,0.6390000000000005,3.318399999999964,0.9658494888888889
238,220739,1200,966.25,0.0,0.42,5.260999999999926,3.3342699999999628,0.9656628222222222
239,221939,1200,966.25,0.0,0.42,3.9119999999999764,3.331039999999963,0.9654761555555555
240,222933,994,970.42,1.0,0.42,2.0839999999999743,3.329069999999963,0.9653215333333334
241,223016,83,959.25,1.0,0.43,0.23100000000000015,3.2795299999999634,0.9653086222222222
242,223746,730,954.55,1.0,0.44,1.9699999999999795,3.251949999999964,0.9651950666666667
243,224202,456,947.11,1.0,0.45,1.409999999999993,3.2138999999999642,0.9651241333333334
244,224518,316,942.92,1.0,0.45,0.7340000000000005,3.189469999999965,0.9650749777777777
245,225718,1200,943.18,0.0,0.44,3.6129999999999507,3.1709199999999647,0.9648883111111111
246,225958,240,933.58,1.0,0.45,0.5270000000000004,3.1200999999999657,0.9648509777777777
247,227158,1200,933.58,0.0,0.45,3.0799999999999548,3.0921699999999657,0.9646643111111111
248,227439,281,924.39,1.0,0.46,0.6580000000000005,3.0614799999999662,0.9646206
249,228639,1200,925.89,0.0,0.45,2.7729999999999686,3.038019999999966,0.9644339333333334
250,229119,480,918.69,1.0,0.46,1.1539999999999977,3.0061199999999673,0.9643592666666667
251,230066,947,921.9,1.0,0.46,2.062999999999968,2.9994299999999674,0.9642119555555555
252,231031,965,919.55,1.0,0.47,2.339999999999984,2.9757099999999674,0.9640618444444444
253,232231,1200,921.46,0.0,0.46,3.31599999999997,2.974709999999967,0.9638751777777778
254,233431,1200,921.46,0.0,0.46,2.3149999999999524,2.942979999999967,0.9636885111111111
255,234137,706,927.68,1.0,0.46,2.5189999999999833,2.9643499999999676,0.9635786888888889
256,235337,1200,927.68,0.0,0.46,3.7529999999999597,2.9563799999999674,0.9633920222222222
257,236537,1200,927.68,0.0,0.46,3.720999999999946,2.9461899999999672,0.9632053555555555
258,237582,1045,929.69,1.0,0.46,2.5139999999999607,2.9503399999999673,0.9630428
259,238125,543,928.59,1.0,0.46,0.9200000000000007,2.935129999999967,0.9629583333333334
260,239162,1037,926.96,1.0,0.47,2.053999999999974,2.8946199999999673,0.9627970222222222
261,239509,347,924.63,1.0,0.47,0.8080000000000006,2.8792599999999675,0.9627430444444445
262,240709,1200,926.4,0.0,0.46,2.950999999999931,2.861679999999968,0.9625563777777778
263,241909,1200,938.16,0.0,0.45,2.547999999999968,2.886089999999967,0.9623697111111111
264,243058,1149,937.65,1.0,0.46,2.7659999999999356,2.874109999999967,0.9621909777777777
265,244181,1123,947.62,1.0,0.46,2.876999999999957,2.899579999999966,0.9620162888888889
266,244401,220,937.82,1.0,0.47,0.3970000000000003,2.8684399999999663,0.9619820666666666
267,245601,1200,937.82,0.0,0.47,2.715999999999949,2.8603099999999673,0.9617954
268,246801,1200,937.82,0.0,0.47,2.883999999999962,2.8448699999999665,0.9616087333333333
269,247830,1029,944.54,1.0,0.47,1.836999999999977,2.8551899999999666,0.9614486666666666
270,249009,1179,952.68,1.0,0.47,2.41799999999995,2.8699899999999663,0.9612652666666667
271,250209,1200,960.64,0.0,0.46,1.9399999999999646,2.8729199999999664,0.9610786
272,251059,850,957.14,1.0,0.47,2.8039999999999696,2.851799999999966,0.9609463777777778
273,251618,559,950.73,1.0,0.48,0.6440000000000005,2.8252699999999664,0.9608594222222222
274,252818,1200,960.48,0.0,0.47,2.3919999999999564,2.839349999999966,0.9606727555555555
275,254018,1200,960.48,0.0,0.47,2.6179999999999426,2.812799999999967,0.9604860888888889
276,255132,1114,959.62,1.0,0.48,2.6619999999999417,2.796509999999966,0.9603128
277,256332,1200,965.38,1.0,0.48,3.9689999999999683,2.818499999999966,0.9601261333333333
278,257532,1200,965.38,0.0,0.48,4.47499999999996,2.823879999999966,0.9599394666666666
279,257873,341,960.74,1.0,0.48,0.7120000000000005,2.8094599999999668,0.9598864222222222
280,258745,872,963.88,1.0,0.48,2.160999999999979,2.814519999999967,0.9597507777777777
281,259600,855,960.43,1.0,0.49,1.6959999999999815,2.7983399999999663,0.9596177777777778
282,260800,1200,960.43,0.0,0.49,3.1369999999999543,2.7818399999999666,0.9594311111111111
283,261210,410,952.53,1.0,0.5,0.6850000000000005,2.746799999999967,0.9593673333333333
284,262410,1200,952.53,0.0,0.5,3.5159999999999423,2.7462299999999664,0.9591806666666667
285,263610,1200,952.53,0.0,0.5,2.9079999999999457,2.7220299999999673,0.958994
286,264810,1200,962.76,0.0,0.49,2.7199999999999522,2.7458499999999675,0.9588073333333333
287,266010,1200,964.61,0.0,0.48,4.402999999999946,2.7572999999999666,0.9586206666666667
288,266932,922,961.83,1.0,0.49,1.8259999999999768,2.7401199999999664,0.9584772444444445
289,267546,614,955.97,1.0,0.5,1.1989999999999967,2.701069999999967,0.9583817333333333
290,268746,1200,955.97,0.0,0.5,2.8039999999999576,2.6830999999999676,0.9581950666666667
291,269421,675,955.47,1.0,0.5,0.8830000000000007,2.674179999999968,0.9580900666666666
292,270621,1200,955.47,0.0,0.5,1.882999999999968,2.6385699999999686,0.9579034
293,271821,1200,956.4,0.0,0.49,4.363999999999942,2.655779999999968,0.9577167333333333
