Episode,Time_step,Episode_timesteps,Reward,Eps_greedy_val,Mean_Reward,Mean_Episode_timesteps
1,1200,1200,0.0,0.9967333333333334,0.68,640.64
2,1232,32,1.0,0.9966462222222222,0.68,640.64
3,2432,1200,0.0,0.9933795555555556,0.68,640.64
4,3410,978,1.0,0.9907172222222222,0.68,640.64
5,3581,171,1.0,0.9902517222222222,0.68,640.64
6,4781,1200,0.0,0.9869850555555556,0.68,640.64
7,5981,1200,0.0,0.9837183888888889,0.68,640.64
8,7181,1200,0.0,0.9804517222222222,0.68,640.64
9,7874,693,1.0,0.9785652222222222,0.68,640.64
10,8360,486,1.0,0.9772422222222222,0.68,640.64
11,8461,101,1.0,0.9769672777777778,0.68,640.64
12,9661,1200,0.0,0.9737006111111111,0.68,640.64
13,10861,1200,0.0,0.9704339444444444,0.68,640.64
14,11510,649,1.0,0.9686672222222222,0.68,640.64
15,12710,1200,0.0,0.9654005555555556,0.68,640.64
16,12931,221,1.0,0.9647989444444445,0.68,640.64
17,12985,54,1.0,0.9646519444444445,0.68,640.64
18,13274,289,1.0,0.9638652222222223,0.68,640.64
19,14474,1200,0.0,0.9605985555555555,0.68,640.64
20,14706,232,1.0,0.959967,0.68,640.64
21,15906,1200,0.0,0.9567003333333334,0.68,640.64
22,16229,323,1.0,0.9558210555555555,0.68,640.64
23,17429,1200,0.0,0.9525543888888889,0.68,640.64
24,18051,622,1.0,0.9508611666666666,0.68,640.64
25,18740,689,1.0,0.9489855555555555,0.68,640.64
26,18794,54,1.0,0.9488385555555555,0.68,640.64
27,19108,314,1.0,0.9479837777777778,0.68,640.64
28,20308,1200,0.0,0.9447171111111111,0.68,640.64
29,21163,855,1.0,0.9423896111111111,0.68,640.64
30,22245,1082,1.0,0.9394441666666666,0.68,640.64
31,22727,482,1.0,0.9381320555555556,0.68,640.64
32,23131,404,1.0,0.9370322777777778,0.68,640.64
33,23495,364,1.0,0.9360413888888889,0.68,640.64
34,24695,1200,0.0,0.9327747222222222,0.68,640.64
35,25139,444,1.0,0.9315660555555556,0.68,640.64
36,25862,723,1.0,0.929597888888889,0.68,640.64
37,26128,266,1.0,0.9288737777777778,0.68,640.64
38,26175,47,1.0,0.9287458333333334,0.68,640.64
39,26987,812,1.0,0.9265353888888889,0.68,640.64
40,27275,288,1.0,0.9257513888888889,0.68,640.64
41,27454,179,1.0,0.9252641111111111,0.68,640.64
42,28608,1154,1.0,0.9221226666666666,0.68,640.64
43,29808,1200,0.0,0.918856,0.68,640.64
44,31008,1200,0.0,0.9155893333333334,0.68,640.64
45,32208,1200,0.0,0.9123226666666666,0.68,640.64
46,32439,231,1.0,0.9116938333333333,0.68,640.64
47,33639,1200,0.0,0.9084271666666667,0.68,640.64
48,34470,831,1.0,0.906165,0.68,640.64
49,34668,198,1.0,0.905626,0.68,640.64
50,35335,667,1.0,0.9038102777777778,0.68,640.64
51,35520,185,1.0,0.9033066666666667,0.68,640.64
52,35807,287,1.0,0.9025253888888889,0.68,640.64
53,36592,785,1.0,0.9003884444444444,0.68,640.64
54,36685,93,1.0,0.9001352777777778,0.68,640.64
55,37885,1200,0.0,0.8968686111111112,0.68,640.64
56,39085,1200,0.0,0.8936019444444444,0.68,640.64
57,40285,1200,0.0,0.8903352777777778,0.68,640.64
58,41485,1200,0.0,0.8870686111111111,0.68,640.64
59,42685,1200,0.0,0.8838019444444445,0.68,640.64
60,43238,553,1.0,0.8822965555555555,0.68,640.64
61,44438,1200,0.0,0.8790298888888889,0.68,640.64
62,45638,1200,0.0,0.8757632222222222,0.68,640.64
63,46838,1200,0.0,0.8724965555555555,0.68,640.64
64,46945,107,1.0,0.8722052777777778,0.68,640.64
65,48145,1200,0.0,0.8689386111111111,0.68,640.64
66,48812,667,1.0,0.8671228888888889,0.68,640.64
67,49105,293,1.0,0.8663252777777778,0.68,640.64
68,49189,84,1.0,0.8660966111111111,0.68,640.64
69,49437,248,1.0,0.8654215000000001,0.68,640.64
70,49514,77,1.0,0.8652118888888889,0.68,640.64
71,50294,780,1.0,0.8630885555555555,0.68,640.64
72,51232,938,1.0,0.8605351111111111,0.68,640.64
73,51706,474,1.0,0.8592447777777777,0.68,640.64
74,52761,1055,1.0,0.8563728333333334,0.68,640.64
75,53173,412,1.0,0.8552512777777778,0.68,640.64
76,53914,741,1.0,0.8532341111111111,0.68,640.64
77,54077,163,1.0,0.8527903888888889,0.68,640.64
78,54254,177,1.0,0.8523085555555555,0.68,640.64
79,54351,97,1.0,0.8520445,0.68,640.64
80,55551,1200,0.0,0.8487778333333333,0.68,640.64
81,55567,16,1.0,0.8487342777777778,0.68,640.64
82,56461,894,1.0,0.8463006111111111,0.68,640.64
83,57661,1200,0.0,0.8430339444444445,0.68,640.64
84,57703,42,1.0,0.8429196111111111,0.68,640.64
85,57823,120,1.0,0.8425929444444444,0.68,640.64
86,57865,42,1.0,0.8424786111111111,0.68,640.64
87,59065,1200,0.0,0.8392119444444445,0.68,640.64
88,59548,483,1.0,0.8378971111111111,0.68,640.64
89,59641,93,1.0,0.8376439444444445,0.68,640.64
90,59747,106,1.0,0.8373553888888889,0.68,640.64
91,59924,177,1.0,0.8368735555555555,0.68,640.64
92,61124,1200,0.0,0.8336068888888889,0.68,640.64
93,61165,41,1.0,0.8334952777777778,0.68,640.64
94,61193,28,1.0,0.8334190555555556,0.68,640.64
95,61276,83,1.0,0.833193111111111,0.68,640.64
96,61328,52,1.0,0.8330515555555555,0.68,640.64
97,62528,1200,0.0,0.8297848888888889,0.68,640.64
98,62832,304,1.0,0.8289573333333333,0.68,640.64
99,64032,1200,0.0,0.8256906666666667,0.68,640.64
